,Name,Marketcap,Price,Circ. Supply,Blockchain,24h Change,7d Change
1771,Titcoin TIT , 21.19K,0, 65.34M, Own Blockchain,0,0
1772,ParkByte PKB , 20.89K,0, 4.76M, Own Blockchain,0,0
1773,Neural Protocol NRP , 20.81K,0, 9.5B, Ethereum (ERC20),0,0
1774,Dash Green DASHG , 20.73K,0, 2.3M, Own Blockchain,0,0
1775,SF Capital SFCP , 20.65K,0, 44.28M, Ethereum (ERC20),0,0
1776,Innova INN , 20.55K,0, 5.05M, Own Blockchain,0,0
1777,Fivebalance FBN , 20.37K,0, 565.24M, Ethereum (ERC20),0,0
1778,AmsterdamCoin AMS , 20.34K,0, 50.2M, Own Blockchain,0,0
1779,Cashcoin CASH , 19.95K,0, 53.46M, Own Blockchain,0,0
1780,Impleum IMPL , 19.8K,0, 5.74M, Own Blockchain,0,0
1781,SparksPay SPK , 19.75K,0, 5.48M, Own Blockchain,0,0
1782,EthereumX ETX , 19.64K,0, 87.23M, Stellar,0,0
1783,BitCoin One BTCONE , 19.15K,0, 95.42M, Ethereum (ERC20),0,0
1784,KanadeCoin KNDC , 19.15K,0, 5.47B, Ethereum (ERC20),0,0
1785,Bitcoin 21 XBTC21 , 19.15K,0, 793.11K, Own Blockchain,0,0
1786,Blocknode BND , 19.12K,0, 204.99M, Own Blockchain,0,0
1787,ALAX ALX , 18.9K,0, 20.76M, Ethereum (ERC20),0,0
1788,EZOOW EZW , 18.84K,0, 11.55B, Ethereum (ERC20),0,0
1789,Qurito QURO , 18.78K,0, 10.41M, Ethereum (ERC20),0,0
1790,Tokpie TKP , 18.78K,0, 3.69M, Ethereum (ERC20),0,0
1791,Digitalcoin DGC , 18.68K,0, 33.89M, Own Blockchain,0,0
1792,NevaCoin NEVA , 18.59K,0, 4.15M, Own Blockchain,0,0
1793,Blocklancer LNC , 18.56K,0, 120.14M, Ethereum (ERC20),0,0
1794,Biotron BTRN , 18.46K,0, 65.97M, Ethereum (ERC20),0,0
1795,empowr coin EMPR , 18.32K,0, 12T, Ethereum (ERC20),0,0
1796,SkyHub Coin SHB , 18.32K,0, 520.9K, Own Blockchain,0,0
1797,Origami Network ORI , 18.31K,0, 4.23M, Ethereum (ERC20),0,0
1798,Acoin ACOIN , 18.29K,0, 1.22M, Own Blockchain,0,0
1799,CDMCOIN CDM , 18.25K,0, 2.21B, Own Blockchain,0,0
1800,Gratz GRAT , 18.17K,0, 31M, Stellar,0,0
1801,Student Coin STU , 18.13K,0, 87.82M, Ethereum (ERC20),0,0
1802,Shekel JEW , 18.03K,0, 133.11M, Own Blockchain,0,0
1803,Phantomx PNX , 17.85K,0, 46.88M, Own Blockchain,0,0
1804,EVOS EVOS , 17.74K,0, 10.61M, Own Blockchain,0,0
1805,Mobile Crypto Pay Coin MCPC , 17.74K,0, 6.15M, Own Blockchain,0,0
1806,Kora Network Token KNT , 17.63K,0, 335.63M, Ethereum (ERC20),0,0
1807,Evimeria EVI , 17.62K,0, 15.52B, Waves,0,0
1808,Digiwage WAGE , 17.56K,0, 47.06M, Own Blockchain,0,0
1809,Bankcoin [email protected] , 17.36K,0, 10.29M, Waves,0,0
1810,Creditbit CRB , 17.34K,0, 16.9M, Ethereum (ERC20),0,0
1811,VOISE VOISE , 17.32K,0, 549.34M, Ethereum (ERC20),0,0
1812,Bulleon BUL , 17.29K,0, 1.1M, Ethereum (ERC20),0,0
1813,Orbis Token OBT , 17.26K,0, 19.17M, NEO,0,0
1814,CPUchain CPU , 16.99K,0, 8.07M, Own Blockchain,0,0
1815,Litecred LTCR , 16.92K,0, 30.23M, Own Blockchain,0,0
1816,Incodium INCO , 16.87K,0, 9.37B, Ethereum (ERC20),0,0
1817,Knekted KNT , 16.63K,0, 1000M, Ethereum (ERC20),0,0
1818,Sola Token SOL , 16.52K,0, 28.95M, Ethereum (ERC20),0,0
1819,Bitcoin Adult BTAD , 16.51K,0, 35.39M, Own Blockchain,0,0
1820,KWHCoin KWH , 16.29K,0, 1.81B, Ethereum (ERC20),0,0
1821,ICOBay IBT , 16.24K,0, 692.65M, Ethereum (ERC20),0,0
1822,Eurocoin EUC , 16.22K,0, 12.42M, Own Blockchain,0,0
1823,Cyber Movie Chain CMCT , 16.18K,0, 20B, Ethereum (ERC20),0,0
1824,SCRIV NETWORK SCRIV , 16.16K,0, 24.74M, Own Blockchain,0,0
1825,MojoCoin MOJO , 16.03K,0, 12.28M, Own Blockchain,0,0
1826,Shivers SHVR , 15.95K,0, 54.45M, Ethereum (ERC20),0,0
1827,Iqcash IQ , 15.94K,0, 3.9M, Own Blockchain,0,0
1828,Natmin Pure Escrow NAT , 15.91K,0, 102.09M, Ethereum (ERC223),0,0
1829,Crystal Clear CCT , 15.49K,0, 5.72M, Ethereum (ERC20),0,0
1830,Californium CF , 15.36K,0, 2.45M, Own Blockchain,0,0
1831,Couchain COU , 15.14K,0, 7.17B, Ethereum (ERC20),0,0
1832,Elementrem ELE , 14.63K,0, 26.21M, Own Blockchain,0,0
1833,Bionic BNC , 14.62K,0, 536.24M, Ethereum (ERC20),0,0
1834,Alpha Coin APC , 14.36K,0, 32.46M, Ethereum (ERC20),0,0
1835,4NEW KWATT , 14K,0, 61.15M, Ethereum (ERC20),0,0
1836,Lightpaycoin LPC , 13.73K,0, 5.79M, Own Blockchain,0,0
1837,Decentralized Asset Trading Platform DATP , 13.43K,0, 11.82B, Ethereum (ERC20),0,0
1838,Citadel CTL , 13.3K,0, 10.97M, Own Blockchain,0,0
1839,Dragon Option DRAGON , 13.21K,0, 61.46M, EOS,0,0
1840,TajCoin TAJ , 13.17K,0, 12.84M, Own Blockchain,0,0
1841,Peony PNY , 12.98K,0, 1.21M, Own Blockchain,0,0
1842,Zayedcoin ZYD , 12.82K,0, 6.24M, Own Blockchain,0,0
1843,UltraNote Coin XUN , 12.7K,0, 271.78M, Own Blockchain,0,0
1844,Havy HAVY , 12.58K,0, 7.74B, Ethereum (ERC20),0,0
1845,GIGA XG , 12.44K,0, 135.43M, Own Blockchain,0,0
1846,Tourist Token TOTO , 12.34K,0, 3.93B, Ethereum (ERC20),0,0
1847,Hurify HUR , 12.27K,0, 241.46M, Ethereum (ERC20),0,0
1848,BZLCOIN BZL , 12.21K,0, 2.2M, Own Blockchain,0,0
1849,Zealium NZL , 12.16K,0, 11.85M, Own Blockchain,0,0
1850,Micromines MICRO , 12.02K,0, 18B, Ethereum (ERC20),0,0
1851,Luna Coin LUNA , 11.94K,0, 1.71M, Own Blockchain,0,0
1852,CyberMusic CYMT , 11.9K,0, 15B, Ethereum (ERC20),0,0
1853,Quebecoin QBC , 11.88K,0, 6.7M, Own Blockchain,0,0
1854,Fintab FNTB , 11.58K,0, 2.78M, Ethereum (ERC20),0,0
1855,SecretCoin SCRT , 11.45K,0, 4.23M, Own Blockchain,0,0
1856,KUN KUN , 11.44K,0, 2K, Waves,0,0
1857,Bitspace BSX , 10.75K,0, 13.89M, Own Blockchain,0,0
1858,Carebit CARE , 10.56K,0, 138.68M, Own Blockchain,0,0
1859,Aigang AIX , 10.51K,0, 29.27M, Ethereum (ERC20),0,0
1860,High Voltage HVCO , 10.45K,0, 1.49M, Own Blockchain,0,0
1861,BowsCoin BSC , 10.36K,0, 5.55M, Own Blockchain,0,0
1862,MNPCoin MNP , 10.02K,0, 2.19M, Own Blockchain,0,0
1863,BoostCoin BOST , 9.95K,0, 11.86M, Own Blockchain,0,0
1864,MustangCoin MST , 9.94K,0, 630.34K, Own Blockchain,0,0
1865,GeyserCoin GSR , 9.63K,0, 1.12M, Own Blockchain,0,0
1866,VikkyToken VIKKY , 9.54K,0, 3.73B, Ethereum (ERC20),0,0
1867,Virtacoin VTA , 9.52K,0, 5.2B, Own Blockchain,0,0
1868,Klimatas KTS , 9.46K,0, 722.9K, Own Blockchain,0,0
1869,AdultChain XXX , 9.31K,0, 49.92M, Own Blockchain,0,0
1870,ccore CCO , 9.25K,0, 1.7M, Ethereum (ERC20),0,0
1871,Desire DSR , 9.15K,0, 9.81M, Own Blockchain,0,0
1872,Phonecoin PHON , 9.15K,0, 118.86M, Own Blockchain,0,0
1873,Dollarcoin DLC , 9.1K,0, 9.11M, Own Blockchain,0,0
1874,Speedcash SCS , 9.06K,0, 574.75K, Own Blockchain,0,0
1875,Xenoverse XENO , 9.04K,0, 5.2M, Ethereum (ERC20),0,0
1876,Nekonium NUKO , 8.96K,0, 12M, Own Blockchain,0,0
1877,ICOBID ICOB , 8.95K,0, 107.05M, Own Blockchain,0,0
1878,BitRent RNTB , 8.92K,0, 841.74M, Ethereum (ERC20),0,0
1879,MoX MOX , 8.91K,0, 5.03M, Own Blockchain,0,0
1880,Independent Money System IMS , 8.83K,0, 5.37M, Own Blockchain,0,0
1881,JavaScript Token JS , 8.78K,0, 7.99M, Ethereum (ERC20),0,0
1882,INDINODE XIND , 8.72K,0, 934.23M, Own Blockchain,0,0
1883,Authorship ATS , 8.7K,0, 99.97M, Ethereum (ERC20),0,0
1884,CryptoFlow CFL , 8.59K,0, 92.03M, Own Blockchain,0,0
1885,Cryptrust CTRT , 8.56K,0, 5.25B, Ethereum (ERC20),0,0
1886,ARbit ARB , 8.55K,0, 10.83M, Own Blockchain,0,0
1887,Masternet MASH , 8.51K,0, 31.69M, Ethereum (ERC20),0,0
1888,Helper Search Token HSN , 8.38K,0, 8.48B, Ethereum (ERC20),0,0
1889,HireGo HGO , 8.37K,0, 6.21M, Ethereum (ERC20),0,0
1890,nDEX NDX , 8.35K,0, 14.94B, Ethereum (ERC20),0,0
1891,XOVBank XOV , 8.28K,0, 131.2M, Ethereum (ERC20),0,0
1892,Atheios ATH , 8.18K,0, 17.54M, Own Blockchain,0,0
1893,InnovativeBioresearchClassic INNBCL , 8.16K,0, 2.93T, Ethereum (ERC20),0,0
1894,Sharpe Platform Token SHP , 8.01K,0, 17.41M, Ethereum (ERC20),0,0
1895,e-Chat ECHT , 8K,0, 19.16M, Ethereum (ERC20),0,0
1896,Grimcoin GRIM , 7.92K,0, 99.74M, Own Blockchain,0,0
1897,electrumdark ELD , 7.6K,0, 3.9M, Ethereum (ERC20),0,0
1898,WomenCoin WOMEN , 7.39K,0, 48.46B, Own Blockchain,0,0
1899,Mocrow MCW , 7.32K,0, 2.04M, Ethereum (ERC20),0,0
1900,Centurion CNT , 7.25K,0, 77.66M, Own Blockchain,0,0
1901,Zurcoin ZUR , 7.15K,0, 87.65M, Own Blockchain,0,0
1902,Open Trading Network OTN , 7.1K,0, 2.02M, Ethereum (ERC20),0,0
1903,MiloCoin MILO , 7.07K,0, 10.79M, Own Blockchain,0,0
1904,Eva Cash EVC , 7.06K,0, 900K, Ethereum (ERC20),0,0
1905,Qbic QBIC , 7.03K,0, 4.68M, Own Blockchain,0,0
1906,Crystal Token CYL , 6.98K,0, 564.38K, Ethereum (ERC20),0,0
1907,YoloCash YLC , 6.91K,0, 29.5M, Ethereum (ERC20),0,0
1908,Cabbage CAB , 6.86K,0, 10.5M, Own Blockchain,0,0
1909,Eternity ENT , 6.83K,0, 6.66M, Own Blockchain,0,0
1910,Veltor VLT , 6.83K,0, 554.86K, Own Blockchain,0,0
1911,Dystem DTEM , 6.38K,0, 5.47M, Own Blockchain,0,0
1912,FUTURAX FTXT , 6.14K,0, 3.41B, Ethereum (ERC20),0,0
1913,Prime-XI PXI , 6.14K,0, 21.93M, Own Blockchain,0,0
1914,TravelNote TVNT , 6.09K,0, 2.15M, Ethereum (ERC20),0,0
1915,Decision Token HST , 5.98K,0, 32.03M, Ethereum (ERC20),0,0
1916,Iconic ICON , 5.97K,0, 592.89K, Own Blockchain,0,0
1917,SPIDER VPS SPDR , 5.84K,0, 2.99M, Own Blockchain,0,0
1918,Comet CMT , 5.84K,0, 872.83K, Own Blockchain,0,0
1919,Ragnarok RAGNA , 5.74K,0, 15.38M, Own Blockchain,0,0
1920,BunnyToken BUNNY , 5.73K,0, 244.49M, Ethereum (ERC20),0,0
1921,IceChain ICHX , 5.61K,0, 781.14M, Ethereum (ERC20),0,0
1922,BRAT BRAT , 5.6K,0, 160M, Ethereum (ERC20),0,0
1923,PosEx PEX , 5.59K,0, 2.45M, Own Blockchain,0,0
1924,Olympic OLMP , 5.52K,0, 118.41M, Own Blockchain,0,0
1925,Bitcoin W Spectrum BWS , 5.48K,0, 57.65M, Own Blockchain,0,0
1926,Octoin Coin OCC , 5.44K,0, 555.14K, Own Blockchain,0,0
1927,Akroma AKA , 5.37K,0, 19.18M, Own Blockchain,0,0
1928,Dalecoin DALC , 5.17K,0, 720.01K, Ethereum (ERC20),0,0
1929,Kurrent KURT , 5.03K,0, 61.36M, Own Blockchain,0,0
1930,OP Coin OPC , 4.86K,0, 1.86B, Own Blockchain,0,0
1931,Cannation CNNC , 4.85K,0, 2.48M, Own Blockchain,0,0
1932,CustomContractNetwork CCN , 4.79K,0, 1.38B, Ethereum (ERC20),0,0
1933,Nyerium NYEX , 4.78K,0, 25.64M, Own Blockchain,0,0
1934,Wild Beast Block WBB , 4.75K,0, 181.92K, Own Blockchain,0,0
1935,Project Coin PRJ , 4.75K,0, 51.22M, Own Blockchain,0,0
1936,Bitvolt VOLT , 4.64K,0, 16.59M, Own Blockchain,0,0
1937,Vector VEC2 , 4.61K,0, 18.4M, Own Blockchain,0,0
1938,Elliot Coin ELLI , 4.61K,0, 25.24M, Own Blockchain,0,0
1939,Oceanlab OCL , 4.34K,0, 46.5M, Waves,0,0
1940,UralsCoin URALS , 4.18K,0, 14.92M, Own Blockchain,0,0
1941,Ethereum Gold ETG , 4.16K,0, 12M, Ethereum (ERC20),0,0
1942,CARDbuyers BCARD , 4.06K,0, 43.78M, Own Blockchain,0,0
1943,Traid TRAID , 4.03K,0, 21.38M, Own Blockchain,0,0
1944,iBTC IBTC , 4K,0, 43.6M, Own Blockchain,0,0
1945,LiteCoin Ultra LTCU , 3.94K,0, 1.03M, Own Blockchain,0,0
1946,DeltaChain DELTA , 3.9K,0, 7.46B, Ethereum (ERC20),0,0
1947,Dinerocoin DIN , 3.8K,0, 8.95M, Own Blockchain,0,0
1948,BenjiRolls BENJI , 3.78K,0, 20.28M, Own Blockchain,0,0
1949,SocialCoin SOCC , 3.76K,0, 10.52M, Own Blockchain,0,0
1950,CrevaCoin CREVA , 3.69K,0, 36.39M, Own Blockchain,0,0
1951,Coinonat CXT , 3.22K,0, 8.62M, Own Blockchain,0,0
1952,BitMoney BIT , 3.08K,0, 82.5M, Own Blockchain,0,0
1953,CFun CFUN , 3.02K,0, 429.43M, QTUM,0,0
1954,AltCommunity Coin SONO , 2.92K,0, 2.08M, Own Blockchain,0,0
1955,Staker STR , 2.91K,0, 1.48M, Ethereum (ERC20),0,0
1956,PLNcoin PLNC , 2.9K,0, 17.09M, Own Blockchain,0,0
1957,LiteBitcoin LBTC , 2.9K,0, 28.94M, Own Blockchain,0,0
1958,Printex PRTX , 2.82K,0, 34.32M, Own Blockchain,0,0
1959,LitecoinToken LTK , 2.81K,0, 93.8B, Ethereum (ERC20),0,0
1960,Mero MERO , 2.68K,0, 5.99M, Own Blockchain,0,0
1961,iBank IBANK , 2.6K,0, 4.53M, Own Blockchain,0,0
1962,Simmitri SIM , 2.6K,0, 70.47M, Ethereum (ERC20),0,0
1963,Wispr WSP , 2.54K,0, 31.01M, Own Blockchain,0,0
1964,LogisCoin LGS , 2.29K,0, 2.35M, Own Blockchain,0,0
1965,HollyWoodCoin HWC , 2.16K,0, 23.14M, Own Blockchain,0,0
1966,Mirai MRI , 2.11K,0, 3.43M, Own Blockchain,0,0
1967,Cointorox OROX , 2.09K,0, 5.53M, Ethereum (ERC20),0,0
1968,Ethereum Meta ETHM , 2.05K,0, 126.57M, Ethereum (ERC20),0,0
1969,FolmCoin FLM , 1.8K,0, 9.66M, Own Blockchain,0,0
1970,Decentralized Crypto Token DCTO , 1.79K,0, 993.07M, Ethereum (ERC20),0,0
1971,PonziCoin PONZI , 1.69K,0, 861.1K, Own Blockchain,0,0
1972,BitCoal COAL , 1.68K,0, 4.5M, Own Blockchain,0,0
1973,Bolenum BLN , 1.66K,0, 25B, Ethereum (ERC20),0,0
1974,PAXEX PAXEX , 1.64K,0, 17.57M, Own Blockchain,0,0
1975,Project-X NANOX , 1.62K,0, 0, Own Blockchain,0,0
1976,Claymore CLM , 1.59K,0, 31.51M, Ethereum (ERC20),0,0
1977,LRM Coin LRM , 1.49K,0, 9.95M, Own Blockchain,0,0
1978,Save and Gain SANDG , 1.22K,0, 3.06M, Own Blockchain,0,0
1979,X12 Coin X12 , 1.01K,0, 12.09M, Own Blockchain,0,0
1980,QYNO QNO , 1K,0, 1.08M, Own Blockchain,0,0
1981,BrokerNekoNetwork BNN , 0,0, 2.99B, Ethereum (ERC20),0,0
1982,Xchange XCG , 0,0, 9.75M, Own Blockchain,0,0
1983,BumbaCoin BUMBA , 0,0, 23.34M, Own Blockchain,0,0
1984,Concoin CONX , 0,0, 744.27K, Own Blockchain,0,0
1985,GambleCoin GMCN , 0,0, 10.98M, Own Blockchain,0,0
1986,Bitcoin X BTX , 0,0, 2.86M, Stellar,0,0
1987,SpectrumNetwork SPEC , 0,0, 949.51M, Ethereum (ERC20),0,0
1988,Abulaba AAA , 0,0, 15.09M, Ethereum (ERC20),0,0
1989,Benz BENZ , 0,0, 5.96M, Own Blockchain,0,0
1990,Posscoin POSS , 0,0, 30.06B, Ethereum (ERC20),0,0
1991,Azart AZART , 0,0, 4.15M, Own Blockchain,0,0
1992,Argus ARGUS , 0,0, 1.15M, Own Blockchain,0,0
1993,Provoco VOCO , 0,0, 375.71M, Ethereum (ERC223),0,0
1994,dietbitcoin DDX , 0,0, 2.92M, Own Blockchain,0,0
1995,StellarPay XLB , 0,0, 3.42M, Stellar,0,0
1996,Interzone ITZ , 0,0, 2.65M, Own Blockchain,0,0
1997,Bitcoinus BITS , 0,0, 59.29M, Ethereum (ERC20),0,0
1998,HarmonyCoin HMC , 0,0, 561.24K, Own Blockchain,0,0
1999,Jiyo [OLD] JIYO , 0,0, 6.1M, Own Blockchain,0,0
2000,SongCoin SONG , 0,0, 32.57M, Own Blockchain,0,0
2001,Blacer Coin BLCR , 0,0, 164.25K, Own Blockchain,0,0
2002,HUSD HUSD , 0,0, 0, Ethereum (ERC20),0,0
2003,Whole Network NODE , 0,0, 0, Ethereum (ERC20),0,0
2004,CK USD CKUSD , 0,0, 0, Own Blockchain,0,0
2005,Gomics GOM , 0,0, 0, Ethereum (ERC20),0,0
2006,Kava KAVA , 0,0, 0, Binance-Chain BEP-2,0,0
2007,DigiFinexToken DFT , 0,0, 0, Own Blockchain,0,0
2008,Pledge Coin PLG , 0,0, 0, Ethereum (ERC20),0,0
2009,YottaChain YTA , 0,0, 0, Ethereum (ERC20),0,0
2010,BigONE Token ONE , 0,0, 0, Ethereum (ERC20),0,0
2011,Ontology Gas ONG , 0,0, 0, Own Blockchain,0,0
2012,MyToken MT , 0,0, 0, Own Blockchain,0,0
2013,Super Zero SERO , 0,0, 0, Own Blockchain,0,0
2014,Filecoin [Futures] FIL , 0,0, 0, Own Blockchain,0,0
2015,CoinEx Token CET , 0,0, 0, Ethereum (ERC20),0,0
2016,Echoin EC , 0,0, 0, Ethereum (ERC20),0,0
2017,Aidos Kuneen ADK , 225.92M,0, 10.2M, Own Blockchain,0,0
2018,FOIN FOIN , 0,0, 0, Own Blockchain,0,0
2019,WinToken WIN , 0,0, 0, Ethereum (ERC20),0,0
2020,Yobit Token YO , 0,0, 0, Ethereum (ERC20),0,0
2021,MINDOL MIN , 0,0, 0, Ethereum (ERC20),0,0
2022,ABCC Token AT , 0,0, 0, Ethereum (ERC20),0,0
2023,Decentralized Vulnerability Platform DVP , 0,0, 0, Ethereum (ERC20),0,0
2024,Eminer EM , 0,0, 0, Ethereum (ERC20),0,0
2025,BitMax Token BTMX , 0,0, 0, Ethereum (ERC20),0,0
2026,OceanEX Token OCE , 0,0, 0, VeChainThor,0,0
2027,Exchange Union XUC , 10.58M,0, 2M, Ethereum (ERC20),0,0
2028,OFCOIN OF , 0,0, 0, Own Blockchain,0,0
2029,V-Dimension VOLLAR , 0,0, 0, Own Blockchain,0,0
2030,CoinHe Token CHT , 0,0, 0, Ethereum (ERC20),0,0
2031,Polkadot [IOU] DOT , 0,0, 0, Own Blockchain,0,0
2032,Coni CONI , 0,0, 0, Ethereum (ERC20),0,0
2033,Velas VLX , 0,0, 0, Own Blockchain,0,0
2034,VIDY VIDY , 0,0, 0, Ethereum (ERC20),0,0
2035,FairGame FAIR , 0,0, 0, Ethereum (ERC20),0,0
2036,MixMarvel MIX , 0,0, 0, Ethereum (ERC20),0,0
2037,VinDax Coin VD , 0,0, 0, Own Blockchain,0,0
2038,PLANET PLA , 0,0, 0, Ethereum (ERC20),0,0
2039,StarChain STC , 0,0, 0, Own Blockchain,0,0
2040,Tepleton TEP , 0,0, 0, Ethereum (ERC20),0,0
2041,EMOGI Network LOL , 0,0, 0, Own Blockchain,0,0
2042,12Ships TSHP , 0,0, 0, Ethereum (ERC20),0,0
2043,CONUN CON , 0,0, 0, Ethereum (ERC20),0,0
2044,Dash Cash DSC , 0,0, 0, Own Blockchain,0,0
2045,Xensor XSR , 0,0, 0, Ethereum (ERC20),0,0
2046,ShineChain SHE , 0,0, 0, Ethereum (ERC20),0,0
2047,BUMO BU , 0,0, 0, Own Blockchain,0,0
2048,En-Tan-Mo ETM , 0,0, 0, Ethereum (ERC20),0,0
2049,ROOBEE ROOBEE , 0,0, 0, Ethereum (ERC20),0,0
2050,Usechain USE , 0,0, 0, Ethereum (ERC20),0,0
2051,Bilaxy Token BIA , 0,0, 0, Ethereum (ERC20),0,0
2052,VeThor Token VTHO , 0,0, 0, Own Blockchain,0,0
2053,ALP Coin ALP , 0,0, 0, Ethereum (ERC20),0,0
2054,KNOW KNOW , 0,0, 0, Ethereum (ERC20),0,0
2055,GoMoney GOM , 0,0, 0, Ethereum (ERC20),0,0
2056,BAWnetwork BAW , 0,0, 0, Binance-Chain BEP-2,0,0
2057,NNB Token NNB , 0,0, 0, Ethereum (ERC20),0,0
2058,Electronic Energy Coin E2C , 0,0, 0, Ethereum (ERC20),0,0
2059,ZVCHAIN ZVC , 0,0, 0, Own Blockchain,0,0
2060,Themis GET , 0,0, 0, Ethereum (ERC20),0,0
2061,DUO Network Token DUO , 0,0, 0, Ethereum (ERC20),0,0
2062,Tratok TRAT , 0,0, 0, Ethereum (ERC20),0,0
2063,CIChain CIC , 0,0, 0, Ethereum (ERC20),0,0
2064,CNNS CNNS , 0,0, 0, Ethereum (ERC20),0,0
2065,Dapp Token DAPPT , 0,0, 0, Ethereum (ERC20),0,0
2066,Ferrum Network FRM , 0,0, 0, Ethereum (ERC20),0,0
2067,InvestDigital IDT , 0,0, 0, EOS,0,0
2068,LightChain LIGHT , 0,0, 0, Own Blockchain,0,0
2069,NSS Coin NSS , 0,0, 0, Ethereum (ERC20),0,0
2070,Gosama GOS , 0,0, 0, Ethereum (ERC20),0,0
2071,Promotion Coin PC , 0,0, 0, Ethereum (ERC20),0,0
2072,Treelion TRN , 0,0, 0, Ethereum (ERC20),0,0
2073,Volume Network VOL , 0,0, 0, Ethereum (ERC20),0,0
2074,WHEN Token WHEN , 0,0, 0, Ethereum (ERC20),0,0
2075,DREP DREP , 0,0, 0, Ethereum (ERC20),0,0
2076,Cai Token CAI , 0,0, 0, Ethereum (ERC20),0,0
2077,ESCX Token ESCX , 0,0, 0, Ethereum (ERC20),0,0
2078,WETH WETH , 0,0, 0, Ethereum (ERC20),0,0
2079,The Midas Touch Gold TMTG , 0,0, 0, Ethereum (ERC20),0,0
2080,Consentium CSM , 0,0, 0, Ethereum (ERC20),0,0
2081,PlayCoin [QRC20] PLY , 0,0, 0, QTUM,0,0
2082,TCOIN TCN , 0,0, 0, Own Blockchain,0,0
2083,D Community DILI , 0,0, 0, Ethereum (ERC20),0,0
2084,DIPNET DPN , 0,0, 0, Ethereum (ERC20),0,0
2085,Opennity OPNN , 0,0, 0, Ethereum (ERC20),0,0
2086,Yuan Chain Coin YCC , 0,0, 0, Ethereum (ERC20),0,0
2087,Tesra TSR , 0,0, 0, Ethereum (ERC20),0,0
2088,YouLive Coin UC , 0,0, 0, Ethereum (ERC20),0,0
2089,Blockchain Quotations Index Token BQT , 0,0, 0, Ethereum (ERC20),0,0
2090,Simone SON , 0,0, 0, Waves,0,0
2091,Ethlyte Crypto EtLyteT , 0,0, 0, Ethereum (ERC20),0,0
2092,T.OS TOSC , 0,0, 0, Own Blockchain,0,0
2093,ChronoCoin CRN , 0,0, 0, NEO,0,0
2094,Blockcloud BLOC , 0,0, 0, Ethereum (ERC20),0,0
2095,UNICORN Token UNI , 0,0, 0, Ethereum (ERC20),0,0
2096,Sparkle SPRKL , 0,0, 0, Ethereum (ERC20),0,0
2097,ThingsOperatingSystem TOS , 0,0, 0, Ethereum (ERC20),0,0
2098,Globalvillage Ecosystem GVE , 0,0, 0, Ethereum (ERC20),0,0
2099,DEXTER DXR , 0,0, 0, Ethereum (ERC20),0,0
2100,Hdac HDAC , 0,0, 0, Own Blockchain,0,0
2101,NOVA NOVA , 0,0, 0, Ethereum (ERC20),0,0
2102,KEY KEY , 0,0, 0, Own Blockchain,0,0
2103,PalletOne PTN , 0,0, 0, Ethereum (ERC20),0,0
2104,Defi DEFI , 0,0, 0, Ethereum (ERC20),0,0
2105,TopChain TOPC , 0,0, 0, Own Blockchain,0,0
2106,BitUP Token BUT , 0,0, 0, Ethereum (ERC20),0,0
2107,Aunite AUNIT , 0,0, 0, Own Blockchain,0,0
2108,Ubique Chain Of Things UCT , 0,0, 0, Ethereum (ERC20),0,0
2109,DACC DACC , 0,0, 0, Ethereum (ERC20),0,0
2110,IOU IOUX , 0,0, 0, Ethereum (ERC20),0,0
2111,United Bitcoin UBTC , 0,0, 0, Own Blockchain,0,0
2112,Coindom CCC , 0,0, 0, Ethereum (ERC20),0,0
2113,Super Bitcoin [Futures] SBTC , 0,0, 0, Own Blockchain,0,0
2114,Show SHOW , 0,0, 0, Ethereum (ERC20),0,0
2115,Game Stars GST , 0,0, 0, Ethereum (ERC20),0,0
2116,Tokoin TOKO , 0,0, 0, Ethereum (ERC20),0,0
2117,Twinkle TKT , 0,0, 0, Ethereum (ERC20),0,0
2118,Colletrix CIPX , 0,0, 0, Ethereum (ERC20),0,0
2119,ioeX IOEX , 0,0, 0, Own Blockchain,0,0
2120,InsurChain INSUR , 0,0, 0, Own Blockchain,0,0
2121,USDCoin USC , 0,0, 0, Ethereum (ERC20),0,0
2122,Maggie MAG , 0,0, 0, Ethereum (ERC20),0,0
2123,Esports Token EST , 0,0, 0, Ethereum (ERC20),0,0
2124,FuturoCoin FTO , 0,0, 0, Own Blockchain,0,0
2125,FundToken FUNDZ , 0,0, 0, Ethereum (ERC20),0,0
2126,Boltt Coin BOLTT , 0,0, 0, Ethereum (ERC20),0,0
2127,Bitcoin BEP2 BTCB , 0,0, 0, Binance-Chain BEP-2,0,0
2128,CHEX CHEX , 0,0, 0, Ethereum (ERC20),0,0
2129,Maya Preferred 223 MAPR , 0,0, 0, Ethereum Classic,0,0
2130,ProBit Token PROB , 0,0, 0, Ethereum (ERC20),0,0
2131,Cybereits CRE , 0,0, 0, Ethereum (ERC20),0,0
2132,BitcoinX [Futures] BCX , 0,0, 0, Own Blockchain,0,0
2133,BeeKan BKBT , 0,0, 0, Ethereum (ERC20),0,0
2134,Intelligent Investment Chain IIC , 0,0, 0, Ethereum (ERC20),0,0
2135,Endorsit EDS , 0,0, 0, NEO,0,0
2136,BitCloud Pro BPRO , 0,0, 0, Ethereum (ERC20),0,0
2137,CarBlock CAR , 0,0, 0, Ethereum (ERC20),0,0
2138,Hintchain HINT , 0,0, 0, Ethereum (ERC20),0,0
